time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/05/16:26:58.262499,0,77218,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:59.262200,0,77219,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:00.263163,0,77220,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:01.262693,0,77221,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:02.262600,0,77222,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:03.262378,0,77223,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:04.261630,0,77224,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:05.262599,0,77225,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:06.263675,0,77226,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:07.263580,0,77227,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:08.263447,0,77228,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2000000476837158,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:09.278943,0,77229,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2000000476837158,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:10.263931,0,77230,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2000000476837158,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:11.263049,0,77231,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2000000476837158,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:27:12.279555,0,77232,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2000000476837158,0.0,4689274.5,327819.96875,0.0,19,T
